,mean_top1_train,mean_top1_val,mean_top5_train,mean_top5_val,pred_train,pred_val
n02007558,0.9723076923076923,0.88,0.9938461538461538,0.96,[130 130 130 ... 130 130 130],"[130 130 130 130 130 130 130 130 130 931 130 130 130 130 130 130  99 130
 130 132 130 130 130 130 130 130 130 130 130 130 130 130 130 130 130 130
 130 130 130 130  93 130 130 539 130 134 130 130 130 130]"
n04371774,0.91,0.82,0.9684615384615385,0.92,[843 843 843 ... 843 843 843],"[843 448 843 702 703 843 843 843 843 843 843 843 843 843 843 843 870 843
 843 843 843 843 843 843 843 843 843 843 843 843 843 706 843 843 842 805
 843 843 843 843 843 806 843 843 843 843 843 843 843 733]"
n04335435,0.8930769230769231,0.82,0.9730769230769231,0.96,[829 829 829 ... 829 829 829],"[829 829 874 829 829 829 829 829 829 874 829 829 829 829 829 829 829 829
 829 829 829 829 829 829 829 829 829 829 874 829 547 920 874 829 467 829
 829 829 829 829 829 609 829 829 874 829 829 829 829 829]"
n02085936,0.86,0.74,0.9784615384615385,0.94,[153 153 203 ... 153 153 153],"[181 153 265 216 257 203 153 153 153 153 153 153 153 153 153 204 153 203
 153 153 153 153 204 153 153 153 153 153 153 265 153 153 190 153 153 229
 153 153 153 153 153 153 153 153 153 153 204 203 153 153]"
n01664065,0.8607692307692307,0.68,0.9653846153846154,0.86,[ 33  36  33 ...  33  33 983],"[ 33   6 397 842  34  33  33 973 973  33 642  33 463  33  33  33  33  98
  33 397  33  33  33  33  33  33  33   2  33  33  34  33  33  33  33  33
  33  33 983  33  33  33  33  33  33  33 336  33 756 983]"
n01530575,0.9107692307692308,0.84,0.9784615384615385,0.94,[10 10 10 ... 10 10 10],"[ 10  10  82  10  10  13  10  10  10  10  10  10  10  10  10  10  10  10
  10  53  10  10  10  10  10  10 489  13  13  10  10  10  10  10  10  10
  10  10  10  10  10  10  10  11  10  10  10  10  10 139]"
n03384352,0.9,0.84,0.9707692307692307,0.94,[561 561 561 ... 561 561 561],"[866 561 561 874 561 561 561 561 561 561 561 471 561 561 561 561 561 561
 561 866 561 407 803 561 561 561 561 561 561 561 561 561 561 747 561 561
 595 561 561 561 561 561 561 561 561 561 561 561 561 561]"
n02174001,0.8761538461538462,0.86,0.9607692307692308,0.96,[306 306 306 ... 306 305 306],"[306 306 306 319 305 306  71 306 306 306 306 306 306 306 306 306 312 306
 306 305 306 306 306 306 306 306 306 306 306 306 306 306 306 306 306 306
 306 306 306 306 306 124 306 302 306 306 306 306 306 306]"
n01806567,0.8676923076923077,0.9,0.9507692307692308,0.96,[85 85 81 ... 85 85 85],"[85 85 85 85 85 85 85 85 85 85 86 85 85 85 86 85 85 85 85 85 85 85 85 85
 85 85 85 91 85 85 85 85 85 85 86 83 85 85 85 85 85 85 85 85 85 85 85 85
 85 85]"
n02641379,0.7838461538461539,0.64,0.9669230769230769,0.88,[395 395 395 ... 395 395 395],"[489 395 315 395 395 395 395 395 395 395 395 395 395 395 395 395 391 395
 395 395 391 103 124 395 395 395 395 395  50 395 389 395 394 391 389  58
 467 395 395 395 395 394  58  63 395 395   4 395 395 693]"
n01773797,0.49,0.56,0.9753846153846154,0.96,[74 74 77 ... 74 74 77],"[ 74  74  72  74  74  74  74  74  72  74  74  74 599 815  74  74  74  73
  74 317  74  74 616  74  72  73  72  73  73  72  74  74  73  72  72  74
  72  74  72  72  74  74  72  74  74  74  74  74  72  72]"
n02134418,0.8946153846153846,0.76,0.9861538461538462,0.96,[297 297 297 ... 297 297 297],"[297 297 297 297 297 297 295 297 295 297 297 295 297 295 297 297 297 297
 297 297 295 297 297 297 336 294 297 297 297 297 295  34 295 297 297 297
 297 297 297 387 297 297 297 297 297 297 297 295 297 297]"
n02892201,0.8853846153846154,0.92,0.9646153846153847,1.0,[458 458 458 ... 458 458 458],"[458 458 458 458 458 458 458 458 458 458 458 458 458 458 458 458 458 458
 703 458 458 982 458 458 458 458 458 458 458 458 458 458 610 458 458 637
 458 458 458 458 458 458 458 458 458 458 458 458 458 458]"
n07718472,0.7769230769230769,0.66,0.9538461538461539,0.92,[943 943 962 ... 939 943 943],"[939 943 943 943 943 943 943 939 943 943 943 952 939 943 939 943 943 939
 943 943 943 582 948 692 943 939 943 943 943 943 943 943 940 943 943 943
 582 962 943 943 943 943 969 939 943 943 943 943 939 784]"
n02165105,0.916923076923077,0.92,0.9776923076923076,0.96,[300 303 300 ... 304 300 300],"[300 300 300 300 300 300 300 300 300 300 300 300 300 300 300 300 300 300
 300 300 300 300 300 300 300 300 300 300 302 300 300 300 300 815 300 300
 300 300 302  75 300 300 300 300 300 300 300 300 300 300]"
n06785654,0.9230769230769231,0.8,0.9653846153846154,0.9,[918 918 918 ... 918 918 918],"[918 918 918 918 504 918 420 918 918 918 918 620 918 918 918 922 918 922
 918 918 918 785 918 918 918 918 918 918 918 918 918 683 918 464 918 918
 918 918 918 918 918 918 918 918 918 922 918 918 692 918]"
n03782006,0.45384615384615384,0.28,0.9376923076923077,0.92,[527 527 664 ... 664 851 526],"[799 745 526 598 620 664 664 526 527 664 664 453 664 664 782 664 527 851
 664 526 527 851 527 707 782 782 782 527 481 526 527 526 424 851 664 526
 598 527 526 527 664 527 664 916 527 664 848 664 527 664]"
n02443114,0.6223076923076923,0.4,0.9392307692307692,0.94,[358 897 362 ... 359 234 358],"[356 358 356 358 359 358 336 358 356 358 358 336 357 359 360 359 358 359
 358 358 358 362 359 358 358 359 358 356 359 359 335 359 359 356 359 357
 358 359 358 358 358 357 357 358 350 358 359 357 359 358]"
n03794056,0.8530769230769231,0.78,0.9276923076923077,0.82,[674 674 674 ... 674 893 674],"[674 674 626 674 674 674 674 882 674 726 674 674 774 674 674 674 674 674
 674 674 692 674 674 674 674 674 674 112 674 674 489 674 674 674 674 674
 674 512 674 674 608 674 674 674 674 674 674 774 674 845]"
n04263257,0.6553846153846153,0.52,0.94,0.94,[722 809 936 ... 809 809 809],"[809 809 809 809 809 809 925 544 925 987 809 809 809 937 809 809 809 809
 659 504 968 926 937 809 925 928 809 959 926 659 666 809 960 926 926 925
 809 809 809 809 964 809 883 809 618 809 809 809 809 925]"
n02669723,0.6661538461538462,0.38,0.9661538461538461,0.88,[400 400 400 ... 400 400 400],"[667 400 400 399 667 400 887 667 667 457 667 400 400 667 400 487 667 667
 400 894 667 400 667 667 400 822 400 667 919 400 634 667 667 400 400 400
 667 400 439 400 523 667 400 667 439 667 400 400 667 667]"
n03710721,0.573076923076923,0.38,0.95,0.9,[876 639 801 ... 638 639 639],"[639 445 733 638 639 638 638 460 639 638 639 445 638 639 638 445 639 639
 638 775 639 638 638 639 433 639 171 445 639 638 752 433 638 169 639 638
 693 639 433 639 638 639 639 639 639 639 638 638 801 638]"
n02107574,0.6523076923076923,0.54,0.9307692307692308,0.92,[238 238 238 ... 238 238 238],"[238 238 241 241 240 240 238 214 238 238 236 238 238 238 165 241 238 238
 238 222 238 238 238 238 241 238 250 238 238 241 240 241 238 238 238 238
 238 240 238 180 238 234 238 166 241 241 239 238 209 240]"
n02105162,0.8207692307692308,0.96,0.9576923076923077,0.98,[225 225 225 ... 225 235 225],"[225 225 225 225 225 225 225 225 225 225 225 225 225 225 255 225 225 225
 225 225 225 225 225 225 225 225 225 225 225 225 225 225 225 225 225 225
 225 225 225 225 225 225 208 225 225 225 225 225 225 225]"
n03100240,0.83,0.8,0.9792307692307692,0.96,[511 511 511 ... 511 511 511],"[817 511 511 511 408 511 468 511 511 511 511 511 511 511 511 511 511 511
 511 717 511 751 511 511 511 511 511 817 511 511 511 916 511 511 436 511
 511 511 511 511 511 581 511 511 511 511 511 511 751 511]"
n04542943,0.8671943711521548,0.72,0.9507475813544415,0.86,[891 891 891 ... 891 534 891],"[891 891 891 891 891 891 891 891  82 891 505 891 772 891 891 891 891 891
 891 891 618 891 891 891 693 710 541 891 477 891 891 891 891 891 424 891
 891 891 783 485 917 891 619 519 891 891 891 891 891 891]"
n01968897,0.9676923076923077,0.78,0.9861538461538462,0.86,[117 117 117 ... 117 117 117],"[117 117 117 117 117 117 415 117 117 117 117 112 117 545 117 117  62 116
 117 117 117 117 115 117 117 117 117 117 117 117 117 117 117 117 947 117
 117 397 464 117 117 619 117 117 117 117 723 117 117 117]"
n07584110,0.7083678541839271,0.52,0.9676884838442419,0.88,[925 925 809 ... 925 925 925],"[809 923 809 925 572 925 959 925 925 925 925 861 925 937 925 925 809 925
 925 809 925 809 925 809 960 925 926 809 692 959 809 925 659 910 925 925
 925 925 925 544 925 925 809 925 925 923 809 809 925 925]"
n01630670,0.6792307692307692,0.52,0.9569230769230769,0.92,[ 26  26  26 ...  29  26 320],"[ 26  26  26  26  26  52  26  26  26  28  29  26 310  26  28  27  26  28
  26  26  26  26  26 311  26  26  52  28  53  28  26  58 119  28  52  26
  29  27  29  25  26  26  26  27  38  26  26  26  28  28]"
n02105412,0.6476923076923077,0.6,0.8976923076923077,0.88,[227 227 227 ... 227 104 227],"[227 237 227 227 264 227 227 227 227 227 199 227 227 227 227 237 179 179
 234 227 227 173 248 223 227 234 208 227 264 225 232 227 227 227 208 227
 227 227 227 227 227 235 237 227 227 227 169 227 227 273]"
n04258138,0.8423076923076923,0.74,0.9584615384615385,0.9,[807 807 807 ... 807 807 755],"[807 807 807 807 755 839 807 807 807 807 807 839 807 807 807 807 807 807
 807 807 807 807 755 421 703 722 506 807 807 807 807 807 807 519 807 807
 807 807 807 755 807 807 858 807 846 807 900 807 807 807]"
n03627232,0.8292307692307692,0.74,0.933076923076923,0.86,[616 616 616 ... 616 616 695],"[616 616 616 616 616 488 616 616 822 616 616 616 616 616 467 488 616 616
 616 616 616 616 616 912 616 616 616 541 616 616 491 616 488 616 616 118
 616 616 616 776 616 600 616 616 616 819 616 616 616 816]"
n04009552,0.7569230769230769,0.64,0.9284615384615384,0.86,[745 745 771 ... 732 745 745],"[745 745 745 745 818 727 745 745 662 745 745 759 745 754 745 745 745 632
 745 745 745 745 754 745 759 732 745 745 745 745 745 745 844 409 745 636
 745 732 745 786 478 673 745 745 745 745 662 745 764 745]"
n02114855,0.8015384615384615,0.62,0.9476923076923077,0.88,[271 272 272 ... 272 272 224],"[280 280 272 272 272 362 272 272 272 269 272 280 273 272 271 298 272 272
 269 272 272 272 271 274 272 272 271 277 272 273 272 272 272 272 330 280
 272 272 272 272 271 272 272 272 280 272 269 272 272 272]"
n02408429,0.8430769230769231,0.76,0.9730769230769231,0.94,[346 975 346 ... 346 346 346],"[346 296 346 346 272 346 346 346 346 346 345 346 346 346 347 343 346 346
 346 346 346 346 346 346 346 346 346 346 101 346 690  33 690 346 343 346
 346 346 386 346 346 346 346 346 347 346 346 346 346 346]"
n02102480,0.7761538461538462,0.66,0.9384615384615385,0.9,[220 220 220 ... 220 220 220],"[206 220 219 200 220 220 220 220 220 220 155 221 220 219 220 220 220 220
 220 220 207 231 219 213 184 220 219 220 216 219 220 156 220 213 220 220
 220 220 220 220 220 220 220 220 209 220 220 220 220 220]"
n02090379,0.6728682170542636,0.54,0.9348837209302325,0.94,[168 159 163 ... 168 168 168],"[401 168 168 168 168 168 243 168 168 168 184 168 168 159 168 168 168 159
 237 163 168 209 168 168 168 159 168 209 178 168 162 180 159 159 163 168
 168 211 168 168 211 168 168 159 163 163 168 184 168 205]"
n02106030,0.5053846153846154,0.54,0.94,0.98,[230 232 230 ... 230 231 231],"[231 231 231 231 232 231 231 231 231 232 231 230 231 230 231 229 230 231
 231 232 232 169 230 231 232 231 264 231 230 231 230 231 231 230 231 232
 230 230 231 231 231 232 231 232 231 231 230 232 229 231]"
n04429376,0.8719262295081968,0.68,0.9672131147540983,0.88,"[857 857 857 857 857 857 857 857 857 857 857 857 857 857 857 857 857 857
 406 857 857 857 857 857 708 857 857 857 857 857 857 857 857 857 857 857
 857 406 857 857 903 857 857 884 857 857 857 857 857 857 857 857 857 857
 406 414 857 857 857 857 857 857 857 406 857 857 857 857 857 857 643 579
 857 887 765 857 857 857 857 857 857 857 406 857 406 857 857 857 857 406
 857 334 857 857 857 857 857 857 857 857 857 857 857 857 492 857 406 665
 857 857 857 857 857 857 857 857 857 857 857 857 857 857 406 439 857 857
 857 857 857 857 857 857 857 857 406 857 857 625 857 857 857 857 857 857
 857 857 857 857 857 857 857 406 857 857 857 857 857 857 857 857 857 857
 857 887 857 857 857 857 857 857 857 857 857 857 857 857 857 857 857 857
 857 857 857 857 857 884 857 857 857 857 406 857 857 857 857 857 857 857
 857 857 857 857 808 857 857 857 857 663 857 857 612 857 857 857 857 857
 857 857 857 857 857 857 857 857 857 857 857 857 857 564 857 857 857 857
 887 857 857 857 857 857 857 857 857 857 857 406 857 857 406 857 857 857
 708 857 857 857 857 857 857 857 476 857 857 857 857 857 857 857 857 857
 857 857 857 857 884 857 857 881 857 857 857 857 857 765 857 857 857 857
 857 857 857 857 857 857 566 857 857 857 857 857 857 857 857 857 857 857
 857 857 406 857 766 698 857 857 857 857 857 562 857 857 857 857 857 857
 857 857 857 857 857 857 857 857 857 854 857 857 857 857 787 406 564 857
 857 857 857 857 492 857 652 857 831 857 857 857 857 634 857 857 464 857
 857 857 857 857 857 857 857 832 857 857 857 857 857 857 857 857 857 857
 857 857 857 857 857 857 857 857 406 857 857 857 857 857 857 857 857 857
 857 857 857 857 857 857 857 857 857 857 857 857 857 857 399 857 857 857
 857 857 857 857 857 857 562 406 857 857 857 857 857 857 857 857 857 857
 857 524 857 857 857 857 406 857 741 857 857 857 857 857 857 857 857 857
 857 857 857 857 857 857 857 857 857 857 857 996 857 857 857 857 887 857
 406 857 857 857 857 857 857 857 857 857 857 857 857 857 857 857 857 857
 857 857 857 857 857 857 857 556 857 857 406 857 857 857 765 857 423 857
 857 857 857 887 884 687 879 857 857 857 857 857 857 857 857 857 532 857
 857 857 857 857 857 857 857 492 857 857 857 857 857 857 857 857 857 857
 857 857 857 857 857 857 857 857 857 406 741 857 406 857 857 857 857 406
 857 857 857 857 857 857 857 857 857 857 857 857 857 857 857 857 857 857
 857 532 857 857 857 857 857 857 857 857 857 857 887 857 857 857 857 857
 857 857 857 857 857 857 857 857 857 857 857 857 857 857 857 857 857 857
 857 857 857 857 857 857 857 857 857 532 857 765 857 857 857 857 892 857
 857 857 857 857 857 406 857 857 857 857 857 857 857 857 422 861 887 857
 857 857 406 857 857 857 857 857 857 857 857 857 857 857 857 857 857 857
 857 857 857 857 857 406 857 857 857 857 857 857 857 857 857 857 857 857
 857 857 857 857 857 765 857 857 857 857 857 857 857 857 857 887 857 857
 857 765 857 857 857 857 857 857 857 857 857 857 857 854 857 857 708 857
 857 857 857 857 857 857 857 857 857 857 857 857 857 857 327 857 857 857
 857 857 857 698 857 857 857 857 857 857 857 896 857 857 857 857 765 406
 857 912 857 857 857 857 857 857 857 624 857 857 857 857 857 857 857 857
 857 857 857 854 857 857 857 857 857 406 857 857 857 857 857 857 406 857
 857 857 857 857 857 857 857 406 857 423 857 915 857 556 857 857 857 857
 562 857 857 857 857 857 698 857 857 857 857 857 857 857 857 857 857 857
 857 857 857 857 406 857 857 857 857 857 857 406 857 857 857 857 857 857
 857 857 857 857 857 857 857 857 857 857 857 857 857 857 857 857 406 857
 857 857 857 857 857 857 857 857 857 857 857 857 857 857 857 857 887 857
 857 857 857 532 857 857 857 857 857 612 857 406 857 857 857 857 406 857
 857 857 857 857 857 857 532 857 857 857 857 857 857 857 857 857 857 857
 857 857 857 857 857 857 857 857 562 857 857 857 857 857 857 857 857 857
 857 857 857 857 765 857 857 857 857 857 857 857 857 857 857 857 857 857
 857 857 857 884 857 857 857 857 857 857 857 857 857 857 887 857 668 857
 857 857 857 765]","[857 857 857 741 857 857 857 857 857 745 857 498 884 857 857 857 765 857
 857 406 857 787 857 831 857 857 698 406 857 857 857 857 857 857 857 857
 857 857 831 857 857 854 857 406 583 857 857 406 857 497]"
n01818515,0.9453846153846154,0.96,0.98,1.0,[88 88 88 ... 88 88 88],"[ 88  88  88  88  88  88  88  88  88 971  88  88  88  88  88  88  88  88
  88  88  88  88  88  88  88  88  88  23  88  88  88  88  88  88  88  88
  88  88  88  88  88  88  88  88  88  88  88  88  88  88]"
n01770081,0.8853846153846154,0.78,0.9638461538461538,0.86,[70 70 70 ... 70 70 70],"[ 70 298  70  70  70  70  70  70  70 310  70  70  70  75 310  70  70  70
 669  70 315 312  70  70  70  70  70 309  70 385  70  70  70  69  70 310
  70  70  70  70  70  70  70  70  70  70  70  70  70  70]"
n02115913,0.8546153846153847,0.88,0.9569230769230769,0.96,[274 274 274 ... 274 274 274],"[274 274 274 274 274 274 274 274 274 274 274 274 274 274 274 274 274 274
 274 274 274 274 274 274 270 274 274 274 271 274 274 274 274 184 274 274
 274 274 274 274 274 274 274 274 274 273 277 274 291 274]"
n03976467,0.9046153846153846,0.82,0.9623076923076923,0.94,[732 732 481 ... 732 732 732],"[732 732 732 759 732 732 732 487 732 732 732 732 732 732 732 732 732 732
 759 732 732 710 732 732 732 732 732 813 481 732 732 707 732 732 732 732
 732 732 732 732 732 732 732 754 859 732 732 732 732 732]"
n02825657,0.7815384615384615,0.64,0.9738461538461538,0.98,[442 442 442 ... 442 497 873],"[442 442 442 442 442 494 682 442 497 442 497 442 442 442 900 442 442 442
 442 497 442 442 442 442 442 442 483 442 497 494 442 663 409 494 497 442
 494 497 663 442 442 442 442 832 497 442 442 442 442 442]"
n07880968,0.8407692307692308,0.74,0.963076923076923,0.96,[965 965 926 ... 965 965 762],"[965 965 965 965 965 965 924 965 965 965 965 965 965 965 965 965 965 965
 934 965 965 965 933 932 965 965 965 965 692 965 965 962 719 965 965 933
 927 923 965 965 809 934 965 965 965 965 965 965 923 965]"
n03787032,0.8053846153846154,0.74,0.9692307692307692,0.96,[667 667 667 ... 400 400 667],"[667 667 667 400 667 667 400 667 667 667 667 667 667 667 400 667 667 667
 667 674 667 154 667 667 667 667 879 457 667 667 710 667 667 667 692 667
 667 400 400 667 667 667 667 667 667 400 399 667 667 667]"
n03207743,0.9230769230769231,0.88,0.9776923076923076,0.96,[533 533 533 ... 533 533 533],"[533 533 533 496 533 885 533 533 533 533 533 533 533 533 533 533 533 533
 533 533 533 533 533 533 533 533 533 533 533 533 533 533 533 533 533 533
 533 533 533 658 533 658 533 748 533 533 533 533 533 748]"
n03980874,0.8307692307692308,0.74,0.9346153846153846,0.88,[911 735 735 ... 735 735 735],"[735 735 735 735 735 735 824 735 735 735 735 911 735 735 552 735 474 735
 735 610 887 474 735 735 735 735 641 735 735 911 735 735 824 735 735 735
 735 735 735 735 972 735 735 735 750 735 735 879 735 735]"
n02114712,0.7361538461538462,0.52,0.9592307692307692,0.9,[272 269 271 ... 269 272 271],"[291 271 274 272 271 269 271 271 248 277 271 271 271 271 269 269 271 271
 271 271 271 272 272 272 269 271 272 269 269 271 269 269 271 271 269 271
 271 272 274 278 271 271 274 271 280 269 271 271 271 271]"
n04548362,0.6907692307692308,0.5,0.9523076923076923,0.88,[893 893 893 ... 893 893 893],"[893 893 692 893 748 893 626 893 893 893 710 893 893 748 893 692 446 893
 893 446 549 709 748 539 921 893 893 496 748 893 549 893 692 893 893 921
 446 893 709 868 728 893 893 893 748 893 893 424 709 893]"
