class_number,wordnet_id,label,uri,n_train,n_val,n_humans_train,n_humans_val,Nunique_humans_train,gender_skewness_train,age_min_train,age_max_train,n_women_train,mean_age_women_train,std_age_women_train,n_men_train,mean_age_men_train,std_age_men_train,age_min_val,age_max_val,Nunique_humans_val,gender_skewness_val,n_women_val,mean_age_women_val,std_age_women_val,n_men_val,mean_age_men_val,std_age_men_val,age_min,age_max
87,n01817953,"African grey, African gray, Psittacus erithacus",http://wordnet-rdf.princeton.edu/wn30/01817953-n,1300,50,59,1,63,-1.1304536841086832,13.0,68.0,16.0,32.6875,9.126655101039665,47.0,41.702127659574465,10.80844052946589,30.0,30.0,1,0.0,,,,1.0,30.0,,30.0,30.0
88,n01818515,macaw,http://wordnet-rdf.princeton.edu/wn30/01818515-n,1300,50,30,1,34,-1.066666666666667,12.0,53.0,9.0,30.0,12.24744871391589,25.0,35.0,5.802298395176403,17.0,32.0,4,0.0,2.0,24.5,10.606601717798213,2.0,17.5,0.7071067811865476,17.0,32.0
89,n01819313,"sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita",http://wordnet-rdf.princeton.edu/wn30/01819313-n,1300,50,13,2,13,-3.17542648054294,24.0,48.0,1.0,24.0,,12.0,34.5,7.6098022910645255,26.0,47.0,2,0.0,,,,2.0,36.5,14.849242404917497,26.0,47.0
90,n01820546,lorikeet,http://wordnet-rdf.princeton.edu/wn30/01820546-n,1300,50,31,1,33,-0.8571946154145235,11.0,65.0,10.0,19.9,6.65749368923638,23.0,37.34782608695652,8.845176886314803,40.0,40.0,1,0.0,,,,1.0,40.0,,11.0,65.0
91,n01824575,coucal,http://wordnet-rdf.princeton.edu/wn30/01824575-n,1300,50,0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
92,n01828970,bee eater,http://wordnet-rdf.princeton.edu/wn30/01828970-n,1300,50,0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
93,n01829413,hornbill,http://wordnet-rdf.princeton.edu/wn30/01829413-n,1300,50,19,0,28,-0.7647191129018729,17.0,46.0,9.0,25.666666666666668,6.48074069840786,19.0,30.894736842105264,9.380208105024495,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,46.0
94,n01833805,hummingbird,http://wordnet-rdf.princeton.edu/wn30/01833805-n,1300,50,3,0,3,-0.7071067811865475,13.0,35.0,1.0,13.0,,2.0,24.0,15.556349186104045,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.0,35.0
95,n01843065,jacamar,http://wordnet-rdf.princeton.edu/wn30/01843065-n,1300,50,1,0,1,0.0,30.0,30.0,,,,1.0,30.0,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.0,30.0
96,n01843383,toucan,http://wordnet-rdf.princeton.edu/wn30/01843383-n,1300,50,14,2,14,-0.28867513459481275,18.0,37.0,6.0,25.833333333333332,6.431692364119002,8.0,30.125,4.911720676097125,27.0,37.0,2,0.0,1.0,27.0,,1.0,37.0,,18.0,37.0
97,n01847000,drake,http://wordnet-rdf.princeton.edu/wn30/01847000-n,1300,50,1,0,1,0.0,18.0,18.0,,,,1.0,18.0,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,18.0
98,n01855032,"red-breasted merganser, Mergus serrator",http://wordnet-rdf.princeton.edu/wn30/01855032-n,1141,50,2,0,2,0.0,17.0,31.0,,,,2.0,24.0,9.899494936611665,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,31.0
99,n01855672,goose,http://wordnet-rdf.princeton.edu/wn30/01855672-n,1300,50,3,0,3,0.0,20.0,34.0,,,,3.0,28.666666666666668,7.571877794400365,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,34.0
100,n01860187,"black swan, Cygnus atratus",http://wordnet-rdf.princeton.edu/wn30/01860187-n,1300,50,2,0,3,-0.7071067811865472,18.0,36.0,1.0,18.0,,2.0,31.0,7.0710678118654755,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,36.0
101,n01871265,tusker,http://wordnet-rdf.princeton.edu/wn30/01871265-n,1300,50,15,0,16,-0.8090398349558905,16.0,53.0,5.0,26.8,8.555699854482976,11.0,35.27272727272727,9.52985738708517,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,53.0
102,n01872401,"echidna, spiny anteater, anteater",http://wordnet-rdf.princeton.edu/wn30/01872401-n,1300,50,16,0,21,-0.9486832980505142,16.0,45.0,6.0,26.0,7.58946638440411,15.0,33.6,6.322296147083635,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,45.0
103,n01873310,"platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus",http://wordnet-rdf.princeton.edu/wn30/01873310-n,1272,50,16,0,20,-1.9603921176392138,16.0,60.0,3.0,27.666666666666668,10.692676621563626,17.0,39.94117647058823,10.568056752753165,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,60.0
104,n01877812,"wallaby, brush kangaroo",http://wordnet-rdf.princeton.edu/wn30/01877812-n,1300,50,47,0,48,-1.2887721524511853,11.0,54.0,11.0,27.09090909090909,6.594763763085762,37.0,33.432432432432435,9.453219735273446,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,54.0
105,n01882714,"koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus",http://wordnet-rdf.princeton.edu/wn30/01882714-n,1300,50,55,1,57,-1.075705748400954,13.0,67.0,15.0,29.933333333333334,9.44507934373893,42.0,38.404761904761905,9.91195268549487,32.0,32.0,1,0.0,,,,1.0,32.0,,32.0,32.0
106,n01883070,wombat,http://wordnet-rdf.princeton.edu/wn30/01883070-n,1300,50,85,2,102,-1.0666666666666667,2.0,66.0,27.0,25.74074074074074,8.760016651690323,75.0,34.36,10.793691851437291,30.0,37.0,2,0.0,,,,2.0,33.5,4.949747468305833,2.0,66.0
107,n01910747,jellyfish,http://wordnet-rdf.princeton.edu/wn30/01910747-n,1300,50,8,2,8,0.0,15.0,53.0,4.0,25.25,9.742518497116988,4.0,37.75,11.7011395456454,17.0,44.0,2,0.0,1.0,17.0,,1.0,44.0,,15.0,53.0
108,n01914609,"sea anemone, anemone",http://wordnet-rdf.princeton.edu/wn30/01914609-n,1300,50,1,0,1,0.0,18.0,18.0,1.0,18.0,,,,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,18.0
109,n01917289,brain coral,http://wordnet-rdf.princeton.edu/wn30/01917289-n,1300,50,4,0,4,0.0,15.0,48.0,2.0,23.0,11.313708498984761,2.0,40.5,10.606601717798213,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,48.0
110,n01924916,"flatworm, platyhelminth",http://wordnet-rdf.princeton.edu/wn30/01924916-n,1300,50,0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
111,n01930112,"nematode, nematode worm, roundworm",http://wordnet-rdf.princeton.edu/wn30/01930112-n,1300,50,1,0,1,0.0,24.0,24.0,,,,1.0,24.0,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.0,24.0
112,n01943899,conch,http://wordnet-rdf.princeton.edu/wn30/01943899-n,1300,50,48,0,59,-1.1288234690342083,14.0,49.0,15.0,25.333333333333332,6.651172470932868,44.0,32.22727272727273,9.709414363015274,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,49.0
113,n01944390,snail,http://wordnet-rdf.princeton.edu/wn30/01944390-n,1300,50,4,0,5,-1.4999999999999996,25.0,66.0,1.0,30.0,,4.0,43.5,18.266545011760343,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.0,66.0
114,n01945685,slug,http://wordnet-rdf.princeton.edu/wn30/01945685-n,1300,50,2,0,2,0.0,16.0,29.0,1.0,29.0,,1.0,16.0,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,29.0
115,n01950731,"sea slug, nudibranch",http://wordnet-rdf.princeton.edu/wn30/01950731-n,1300,50,0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
116,n01955084,"chiton, coat-of-mail shell, sea cradle, polyplacophore",http://wordnet-rdf.princeton.edu/wn30/01955084-n,1300,50,1,0,1,0.0,41.0,41.0,,,,1.0,41.0,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.0,41.0
117,n01968897,"chambered nautilus, pearly nautilus, nautilus",http://wordnet-rdf.princeton.edu/wn30/01968897-n,1300,50,2,0,2,0.0,33.0,33.0,1.0,33.0,,1.0,33.0,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.0,33.0
118,n01978287,"Dungeness crab, Cancer magister",http://wordnet-rdf.princeton.edu/wn30/01978287-n,1300,50,109,3,130,-1.4411629807710544,16.0,72.0,27.0,30.925925925925927,7.829559010697493,103.0,37.10679611650485,8.543903481039454,31.0,48.0,3,-0.7071067811865475,1.0,48.0,,2.0,36.5,7.7781745930520225,16.0,72.0
119,n01978455,"rock crab, Cancer irroratus",http://wordnet-rdf.princeton.edu/wn30/01978455-n,1300,50,14,2,15,-1.5,18.0,75.0,3.0,27.0,3.0,12.0,39.666666666666664,15.149757473806355,18.0,41.0,2,0.0,,,,2.0,29.5,16.263455967290593,18.0,75.0
120,n01980166,fiddler crab,http://wordnet-rdf.princeton.edu/wn30/01980166-n,1300,50,4,0,4,1.1547005383792515,16.0,33.0,3.0,26.333333333333332,9.073771725877467,1.0,24.0,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,33.0
121,n01981276,"king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica",http://wordnet-rdf.princeton.edu/wn30/01981276-n,1300,50,160,8,209,-1.492543963231401,12.0,66.0,42.0,28.452380952380953,6.918347402246068,167.0,35.50299401197605,9.428152057686358,19.0,41.0,8,-0.5163977794943223,3.0,28.666666666666668,9.073771725877467,5.0,29.6,7.987490219086343,12.0,66.0
122,n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",http://wordnet-rdf.princeton.edu/wn30/01983481-n,1300,50,158,5,180,-0.8442317648177382,14.0,68.0,55.0,29.254545454545454,6.807452837986771,125.0,35.512,10.268662004119072,23.0,44.0,7,-2.0412414523193148,1.0,35.0,,6.0,34.0,8.17312669668102,23.0,44.0
123,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",http://wordnet-rdf.princeton.edu/wn30/01984695-n,1300,50,30,2,32,-1.6012815380508714,15.0,57.0,6.0,28.5,9.874208829065749,26.0,41.03846153846154,7.881526599489565,17.0,39.0,3,0.7071067811865478,2.0,24.5,10.606601717798213,1.0,39.0,,15.0,57.0
124,n01985128,"crayfish, crawfish, crawdad, crawdaddy",http://wordnet-rdf.princeton.edu/wn30/01985128-n,1300,50,90,1,105,-0.8977837674587725,10.0,60.0,31.0,27.06451612903226,8.168784013429693,74.0,34.71621621621622,8.810828129987089,25.0,25.0,1,0.0,,,,1.0,25.0,,25.0,25.0
125,n01986214,hermit crab,http://wordnet-rdf.princeton.edu/wn30/01986214-n,1300,50,14,1,15,-2.1572774865200257,18.0,60.0,2.0,26.0,11.313708498984761,13.0,36.61538461538461,12.155509460997932,72.0,72.0,1,0.0,,,,1.0,72.0,,18.0,60.0
126,n01990800,isopod,http://wordnet-rdf.princeton.edu/wn30/01990800-n,1300,50,3,0,3,-0.7071067811865475,33.0,38.0,1.0,33.0,,2.0,36.5,2.1213203435596424,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.0,38.0
127,n02002556,"white stork, Ciconia ciconia",http://wordnet-rdf.princeton.edu/wn30/02002556-n,1300,50,0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
128,n02002724,"black stork, Ciconia nigra",http://wordnet-rdf.princeton.edu/wn30/02002724-n,1300,50,0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
129,n02006656,spoonbill,http://wordnet-rdf.princeton.edu/wn30/02006656-n,1300,50,1,0,1,0.0,18.0,18.0,1.0,18.0,,,,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,18.0
130,n02007558,flamingo,http://wordnet-rdf.princeton.edu/wn30/02007558-n,1300,50,0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
131,n02009229,"little blue heron, Egretta caerulea",http://wordnet-rdf.princeton.edu/wn30/02009229-n,1300,50,0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
132,n02009912,"American egret, great white heron, Egretta albus",http://wordnet-rdf.princeton.edu/wn30/02009912-n,1300,50,1,0,1,0.0,22.0,22.0,,,,1.0,22.0,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.0,22.0
133,n02011460,bittern,http://wordnet-rdf.princeton.edu/wn30/02011460-n,1300,50,0,1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,62.0,62.0,1,0.0,,,,1.0,62.0,,62.0,62.0
134,n02012849,crane,http://wordnet-rdf.princeton.edu/wn30/02012849-n,1300,50,1,0,1,0.0,12.0,12.0,1.0,12.0,,,,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,12.0
135,n02013706,"limpkin, Aramus pictus",http://wordnet-rdf.princeton.edu/wn30/02013706-n,1300,50,0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
136,n02017213,"European gallinule, Porphyrio porphyrio",http://wordnet-rdf.princeton.edu/wn30/02017213-n,1300,50,1,0,1,0.0,26.0,26.0,1.0,26.0,,,,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.0,26.0
137,n02018207,"American coot, marsh hen, mud hen, water hen, Fulica americana",http://wordnet-rdf.princeton.edu/wn30/02018207-n,1300,50,1,0,1,0.0,16.0,16.0,1.0,16.0,,,,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,16.0
138,n02018795,bustard,http://wordnet-rdf.princeton.edu/wn30/02018795-n,1300,50,0,1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.0,49.0,1,0.0,,,,1.0,49.0,,49.0,49.0
139,n02025239,"ruddy turnstone, Arenaria interpres",http://wordnet-rdf.princeton.edu/wn30/02025239-n,1300,50,0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
140,n02027492,"red-backed sandpiper, dunlin, Erolia alpina",http://wordnet-rdf.princeton.edu/wn30/02027492-n,1300,50,0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
141,n02028035,"redshank, Tringa totanus",http://wordnet-rdf.princeton.edu/wn30/02028035-n,1300,50,0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
142,n02033041,dowitcher,http://wordnet-rdf.princeton.edu/wn30/02033041-n,1300,50,0,1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.0,40.0,1,0.0,,,,1.0,40.0,,40.0,40.0
143,n02037110,"oystercatcher, oyster catcher",http://wordnet-rdf.princeton.edu/wn30/02037110-n,1300,50,0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
144,n02051845,pelican,http://wordnet-rdf.princeton.edu/wn30/02051845-n,1300,50,0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
145,n02056570,"king penguin, Aptenodytes patagonica",http://wordnet-rdf.princeton.edu/wn30/02056570-n,1300,50,7,1,7,0.0,19.0,62.0,,,,7.0,32.57142857142857,14.327795164843554,35.0,35.0,1,0.0,1.0,35.0,,,,,19.0,62.0
146,n02058221,"albatross, mollymawk",http://wordnet-rdf.princeton.edu/wn30/02058221-n,1300,50,5,2,5,0.0,23.0,45.0,,,,5.0,33.2,9.909591313469996,28.0,37.0,2,0.0,1.0,28.0,,1.0,37.0,,28.0,37.0
147,n02066245,"grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus",http://wordnet-rdf.princeton.edu/wn30/02066245-n,1150,50,2,0,2,0.0,16.0,39.0,2.0,27.5,16.263455967290593,,,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,39.0
148,n02071294,"killer whale, killer, orca, grampus, sea wolf, Orcinus orca",http://wordnet-rdf.princeton.edu/wn30/02071294-n,1300,50,5,1,5,-0.4082482904638629,5.0,41.0,2.0,23.0,25.45584412271571,3.0,27.333333333333332,5.033222956847166,39.0,39.0,1,0.0,,,,1.0,39.0,,5.0,41.0
149,n02074367,"dugong, Dugong dugon",http://wordnet-rdf.princeton.edu/wn30/02074367-n,1300,50,8,1,11,0.0,27.0,47.0,,,,11.0,36.36363636363637,5.258758927213288,22.0,22.0,1,0.0,1.0,22.0,,,,,22.0,22.0
150,n02077923,sea lion,http://wordnet-rdf.princeton.edu/wn30/02077923-n,1300,50,14,1,15,-0.7071067811865472,16.0,49.0,5.0,26.4,6.4265076052238514,10.0,30.8,9.04064894425911,34.0,34.0,1,0.0,,,,1.0,34.0,,16.0,49.0
151,n02085620,Chihuahua,http://wordnet-rdf.princeton.edu/wn30/02085620-n,1300,50,75,0,82,-0.9112956546121255,10.0,53.0,24.0,28.75,7.990483470163524,58.0,34.12068965517241,8.257006777249261,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,53.0
152,n02085782,Japanese spaniel,http://wordnet-rdf.princeton.edu/wn30/02085782-n,772,50,17,0,20,-1.9603921176392136,16.0,52.0,3.0,31.333333333333332,7.505553499465135,17.0,34.411764705882355,10.03779621934897,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,52.0
153,n02085936,"Maltese dog, Maltese terrier, Maltese",http://wordnet-rdf.princeton.edu/wn30/02085936-n,1300,50,64,2,68,-0.8275891183029991,15.0,62.0,21.0,26.428571428571427,7.426785499604984,47.0,33.744680851063826,9.880741226170151,23.0,37.0,2,0.0,,,,2.0,30.0,9.899494936611665,15.0,62.0
154,n02086079,"Pekinese, Pekingese, Peke",http://wordnet-rdf.princeton.edu/wn30/02086079-n,1300,50,44,0,49,-1.063175376098356,18.0,57.0,13.0,28.23076923076923,6.392102499097958,36.0,32.638888888888886,8.764059000185368,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,57.0
155,n02086240,Shih-Tzu,http://wordnet-rdf.princeton.edu/wn30/02086240-n,1300,50,58,2,60,-1.2609766499825616,16.0,76.0,14.0,33.642857142857146,12.725547549695472,46.0,38.97826086956522,10.305314983454537,20.0,39.0,2,0.0,1.0,39.0,,1.0,20.0,,20.0,39.0
156,n02086646,Blenheim spaniel,http://wordnet-rdf.princeton.edu/wn30/02086646-n,1300,50,51,2,58,-1.0029717747535973,3.0,57.0,16.0,27.375,10.404326023342406,42.0,36.095238095238095,9.119289456192869,32.0,33.0,2,0.0,,,,2.0,32.5,0.7071067811865476,3.0,57.0
157,n02086910,papillon,http://wordnet-rdf.princeton.edu/wn30/02086910-n,1300,50,41,0,55,-0.5669467095138409,9.0,81.0,20.0,26.65,10.418985706770824,35.0,38.68571428571428,14.490912829143952,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,81.0
158,n02087046,toy terrier,http://wordnet-rdf.princeton.edu/wn30/02087046-n,860,50,21,3,21,-1.576481562736164,16.0,53.0,4.0,24.75,5.315072906367325,17.0,33.1764705882353,9.125755407893962,19.0,34.0,3,0.0,,,,3.0,28.666666666666668,8.386497083606084,16.0,53.0
159,n02087394,Rhodesian ridgeback,http://wordnet-rdf.princeton.edu/wn30/02087394-n,1300,50,60,1,68,-0.8275891183029997,13.0,58.0,21.0,26.38095238095238,7.20052908108974,47.0,33.361702127659576,9.206390814123996,38.0,38.0,1,0.0,,,,1.0,38.0,,38.0,38.0
160,n02088094,"Afghan hound, Afghan",http://wordnet-rdf.princeton.edu/wn30/02088094-n,1300,50,236,11,298,-0.8974470766631617,2.0,77.0,88.0,27.079545454545453,10.230921791830578,210.0,36.97142857142857,12.651725787952165,11.0,67.0,13,-1.2780193008453877,3.0,27.0,9.0,10.0,36.2,16.497811302647932,11.0,67.0
161,n02088238,"basset, basset hound",http://wordnet-rdf.princeton.edu/wn30/02088238-n,1300,50,52,2,64,-0.8090398349558905,11.0,61.0,20.0,25.95,7.6809744447597685,44.0,34.02272727272727,10.128221305224871,18.0,60.0,3,-0.7071067811865475,1.0,18.0,,2.0,44.0,22.627416997969522,11.0,61.0
162,n02088364,beagle,http://wordnet-rdf.princeton.edu/wn30/02088364-n,1300,50,58,0,62,-0.8396537142495836,12.0,64.0,19.0,30.473684210526315,10.885098994357334,43.0,34.348837209302324,9.083956870507981,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,64.0
163,n02088466,"bloodhound, sleuthhound",http://wordnet-rdf.princeton.edu/wn30/02088466-n,1300,50,109,2,119,-0.903696114115065,9.0,70.0,35.0,29.571428571428573,10.361937458755467,84.0,32.714285714285715,9.302896852330173,28.0,37.0,3,0.7071067811865478,2.0,31.5,4.949747468305833,1.0,37.0,,9.0,70.0
164,n02088632,bluetick,http://wordnet-rdf.princeton.edu/wn30/02088632-n,1136,50,33,0,37,-0.7505553499465133,15.0,56.0,12.0,28.5,9.885710532241612,25.0,33.64,11.135079703351925,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,56.0
165,n02089078,black-and-tan coonhound,http://wordnet-rdf.princeton.edu/wn30/02089078-n,732,50,35,0,35,-1.5000000000000002,14.0,49.0,7.0,21.285714285714285,6.969320524371696,28.0,34.214285714285715,9.600760551883543,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,49.0
166,n02089867,"Walker hound, Walker foxhound",http://wordnet-rdf.princeton.edu/wn30/02089867-n,1025,50,30,1,30,-1.055289706022172,16.0,60.0,8.0,25.75,5.063877678504601,22.0,34.18181818181818,8.20357856661965,27.0,27.0,1,0.0,1.0,27.0,,,,,27.0,27.0
167,n02089973,English foxhound,http://wordnet-rdf.princeton.edu/wn30/02089973-n,754,50,29,1,32,-1.1547005383792515,16.0,61.0,8.0,23.5,12.328828005937952,24.0,34.958333333333336,9.808954057907751,33.0,33.0,1,0.0,,,,1.0,33.0,,16.0,61.0
168,n02090379,redbone,http://wordnet-rdf.princeton.edu/wn30/02090379-n,1290,50,70,0,78,-1.040531963428944,12.0,71.0,21.0,24.428571428571427,9.151892856515685,57.0,31.228070175438596,10.576283346410445,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,71.0
169,n02090622,"borzoi, Russian wolfhound",http://wordnet-rdf.princeton.edu/wn30/02090622-n,1300,50,111,6,151,-0.41953227051959385,7.0,56.0,60.0,23.85,7.84127497415688,91.0,28.153846153846153,9.737582493643522,18.0,42.0,10,0.0,,,,10.0,26.6,7.876829593462363,18.0,42.0
170,n02090721,Irish wolfhound,http://wordnet-rdf.princeton.edu/wn30/02090721-n,1300,50,95,6,100,-0.8216336251223804,2.0,60.0,31.0,24.741935483870968,9.577639729896866,69.0,33.82608695652174,11.911384225554892,13.0,63.0,8,0.0,4.0,19.0,6.928203230275509,4.0,36.75,19.60229578391266,13.0,63.0
171,n02091032,Italian greyhound,http://wordnet-rdf.princeton.edu/wn30/02091032-n,1300,50,87,2,92,-1.4499583565608465,16.0,56.0,19.0,27.526315789473685,7.081810981918801,73.0,33.89041095890411,8.500917669149374,37.0,38.0,2,0.0,1.0,37.0,,1.0,38.0,,37.0,38.0
172,n02091134,whippet,http://wordnet-rdf.princeton.edu/wn30/02091134-n,1300,50,40,1,47,-1.2562972690740153,15.0,63.0,11.0,25.454545454545453,5.4838606175510405,36.0,34.888888888888886,9.139483504561882,39.0,39.0,1,0.0,,,,1.0,39.0,,39.0,39.0
173,n02091244,"Ibizan hound, Ibizan Podenco",http://wordnet-rdf.princeton.edu/wn30/02091244-n,1300,50,48,1,66,-0.9369842739743568,9.0,57.0,19.0,22.94736842105263,7.509058856626488,47.0,26.170212765957448,8.83746754236994,35.0,35.0,1,0.0,1.0,35.0,,,,,35.0,35.0
174,n02091467,"Norwegian elkhound, elkhound",http://wordnet-rdf.princeton.edu/wn30/02091467-n,1300,50,49,2,55,-0.6500112459665918,15.0,54.0,19.0,25.105263157894736,6.436827521225942,36.0,35.888888888888886,9.220405252258331,28.0,40.0,2,0.0,1.0,28.0,,1.0,40.0,,15.0,54.0
175,n02091635,"otterhound, otter hound",http://wordnet-rdf.princeton.edu/wn30/02091635-n,738,50,39,3,43,-0.2341464528954234,13.0,76.0,19.0,32.78947368421053,14.288997116540099,24.0,35.666666666666664,11.72387629422619,26.0,32.0,3,0.7071067811865478,2.0,29.0,4.242640687119285,1.0,29.0,,26.0,32.0
