,mean_top1_train,mean_top1_val,mean_top5_train,mean_top5_val,pred_train,pred_val
n02007558,0.9715384615384616,0.98,0.9953846153846154,0.98,[130 130 130 ... 130 130 130],"[130 130 130 130 130 130 130 130 130 130 130 130 130 130 130 130 130 130
 130 130 130 130 130 130 130 130 130 130 130 130 130 130 130 130 130 130
 130 130 130 130 130 130 130 562 130 130 130 130 130 130]"
n04371774,0.9015384615384615,0.68,0.9623076923076923,0.92,[843 843 733 ... 843 843 843],"[843 448 843 733 843   7 843 843 843 872 843 843 843 843 843 843 474 843
 843 843 843 843 843 488 843 843 602 843 843 843 843 642 843 655 843 880
 843 843 819 843 733 850 456 843 843 843 488 843 843 445]"
n04335435,0.8630769230769231,0.86,0.9676923076923077,0.94,[829 829 829 ... 829 829 829],"[829 829 829 829 829 829 829 829 829 829 829 829 829 829 829 829 829 829
 829 517 829 829 829 829 829 829 829 920 829 829 829 517 829 705 582 829
 829 829 829 829 829 637 829 829 705 829 829 829 829 829]"
n02085936,0.8107692307692308,0.64,0.9584615384615385,0.94,[153 153 157 ... 153 153 153],"[181 153 265 219 153 265 153 153 153 203 153 229 153 153 153 204 153 203
 203 153 153 153 153 153 204 153 153 153 153 265 153 153 216 153 153 229
 153 700 153 153 266 153 153 229 265 153 153 203 153 153]"
n01664065,0.8023076923076923,0.62,0.9553846153846154,0.86,[782  33  33 ...  33  33 983],"[ 33   6   5 105  33  33  34 973 973  33  39  33 121  33  33  33  33 209
  33  33  33 112  33 397  33  33 292 433  33  33  33  33  33  33  34  33
  33  33 983 327  33 913  33  33  33  33 336  33  33 983]"
n01530575,0.9069230769230769,0.78,0.9738461538461538,0.92,[10 10 10 ... 10 10 10],"[ 10  10 489  10  10  82  10  10  10  10  10  10  10  10  10  10  10  10
  10 858  10  10  85  10  10  10 272  15  82  10  10  10 448  10 114  10
  10  10  10  10  10  10  10  11  10  10  10  10  10  92]"
n03384352,0.9115384615384615,0.88,0.9746153846153847,0.96,[561 561 561 ... 561 561 561],"[866 561 561 867 561 561 561 561 561 561 561 561 561 561 561 561 561 561
 561 561 561 751 803 561 561 561 561 454 561 561 561 561 561 561 561 561
 595 561 561 561 561 561 561 561 561 561 561 561 561 561]"
n02174001,0.8107692307692308,0.78,0.9453846153846154,0.96,[306 306 306 ... 306 305 306],"[306 306 306 319  53 306 443 314 306 306 306 306 306 306 306 306 314 306
 306 305 306 306 306 306 305 304 306 306 306 306 306 306 305 306 306 306
 306 306 306 306 306 124 306 306 306 306 302 306 306 306]"
n01806567,0.87,0.92,0.9561538461538461,0.96,[337  85  81 ...  85  85  85],"[ 85  85  85  85  85  85  85  85  85  85  86  85  85  85  85  85  85  85
  85  85  85  85  85  85  85  85  85 921  85  85  85  85  85  85  82  15
  85  85  85  85  85  85  85  85  85  85  85  85  85  85]"
n02641379,0.7076923076923077,0.56,0.9338461538461539,0.76,[395 389 842 ... 395 395 395],"[489   4 315 395 395 395 103 395 394 395 395 395 395 395 395 395 391 395
 395 395 758 394 913 395 395 395 395 395 815 758 395 395 103 395 391  65
 499 395 395   6 395 395  58  52 397 391 913 395 395 792]"
n01773797,0.6253846153846154,0.62,0.9830769230769231,0.98,[74 74 77 ... 74 74 77],"[ 74  74  72  74  74  74  74  74  72  74 815  74  74 815  74  74  74  73
  74 317  74  74  73 815  72  74  72  74  77  72 815  74  73  72  74  74
  72  74  74  72  74  74  74  74  74  72  74  74  74  72]"
n02134418,0.8407692307692308,0.64,0.9707692307692307,0.9,[297 297 297 ... 295 297 297],"[297 297 224 297 297 256 295 297 295 297 297 295 297 295 608 297 297 297
 297 297 295 234 297 297 294 294 297 297 297 297 295 360 295 297 297 297
 297 297 297 387 297 297 297 297 997 297 388 295 297 297]"
n02892201,0.89,0.86,0.9738461538461538,0.96,[458 458 458 ... 458 458 458],"[458 458 458 458 754 458 458 458 458 458 458 458 458 458 458 458 458 458
 458 458 458 608 464 458 458 458 458 887 458 458 458 458 617 458 458 458
 458 458 787 640 458 458 458 458 458 458 458 458 458 458]"
n07718472,0.7707692307692308,0.56,0.9615384615384616,0.98,[943 943 943 ... 943 943 939],"[943 943 943 939 943 943 806 939 943 943 943 943 939 924 939 943 943 939
 943 943 943 582 969 692 949 939 943 952 939 943 939 943 940 943 943 943
 582 939 943 943 943 943 948 943 943 941 943 943 939 939]"
n02165105,0.9146153846153846,0.86,0.9761538461538461,0.96,[300 300 300 ... 310 300 300],"[300 300 300 300 308 300 300 300 300 300 300 300 300 300 300 300 300 300
 300 300 300 300 300 300 300 302 300 300 311 300 300 300 300 320 300 300
 314 300  78 302 300 300 300 300 300 300 300 300 300 300]"
n06785654,0.9130769230769231,0.8,0.9584615384615385,0.88,[918 918 918 ... 918 918 918],"[918 478 918 918 504 918 541 918 918 918 918 769 918 918 918 922 918 794
 918 918 918 785 782 918 918 918 918 918 918 918 918 918 918 464 918 918
 918 918 918 918 918 918 918 918 918 918 918 918 999 918]"
n03782006,0.3930769230769231,0.28,0.9007692307692308,0.8,[632 527 664 ... 782 664 754],"[664 745 526 548 664 224 664 526 592 423 598 553 664 664 782 664 527 707
 664 553 664 851 527 664 782 851 527 527 664 526 664 526 498 424 664 526
 480 527 526 527 527 527 527 851 527 527 482 664 526 664]"
n02443114,0.6438461538461538,0.48,0.9376923076923077,0.88,[358 897 362 ... 359 716 358],"[357 359 356 358 911 358 991 358 356 358 358 358 358 357 360 358 358 358
 358 358 358 361 359 358 358 359 359 356 359 359 335 359 358 359 359 150
 358 358 358 359 358 357 357 359 805 358 358 357 358 358]"
n03794056,0.803076923076923,0.72,0.916923076923077,0.78,[892 674 674 ... 674 674 674],"[674 674 772 674 674 674 420 830 674 740 674 674 770 298 674 674 674 674
 674 123 674 298 674 674 674 674 674 695 674 674 674 674 674 674 674 464
 674 916 674 674 721 674 674 674 674 674 674 562 674 792]"
n04263257,0.5746153846153846,0.42,0.8715384615384615,0.84,[768 809 809 ... 809 925 809],"[809 618 455 809 926 567 925 544 604 987 809 809 809 937 809 455 659 809
 659 969 968 809 937 809 925 925 809 959 925 659 809 809 809 544 809 925
 967 809 967 809 964 809 572 809 725 809 809 927 809 924]"
n02669723,0.573076923076923,0.36,0.9507692307692308,0.72,[457 400 400 ... 667 400 400],"[652 400 614 887 667 400 869 667 400 824 667 400 652 667 400 487 667 667
 667 501 667 400 400 667 400 424 399 667 480 400 642 667 667 400 400 400
 667 667 400 400 916 775 400 614 439 400 601 400 400 667]"
n03710721,0.5384615384615384,0.28,0.9276923076923077,0.84,[638 639 639 ... 445 879 639],"[639 445 416 638 638 639 639 536 639 638 639 638 655 416 638 489 639 638
 854 445 638 876 638 639 433 639 876 445 639 638 752 638 445 876 639 639
 638 639 433 808 639 638 445 638 445 638 638 638 639 638]"
n02107574,0.7053846153846154,0.68,0.9392307692307692,0.96,[238 238 695 ... 243 238 240],"[238 241 238 240 241 238 238 165 238 238 234 238 238 238 238 241 238 238
 241 222 239 238 238 238 238 238 238 238 161 238 240 238 238 238 238 238
 240 238 234 238 238 240 238 162 238 238 239 238 238 238]"
n02105162,0.8392307692307692,0.88,0.9553846153846154,0.96,[225 225 225 ... 225 225 235],"[225 225 225 225 225 225 225 225 225 225 225 225 225 243 225 225 225 225
 225 225 225 225 225 225 225 225 225 225 225 225 225 225 225 225 225 225
 225 225 159 225 236 235 163 274 225 225 225 225 225 225]"
n03100240,0.7153846153846154,0.72,0.95,0.96,[511 511 511 ... 511 511 581],"[817 511 511 511 717 511 511 511 511 511 717 511 511 511 817 511 468 511
 511 717 751 511 511 511 511 511 511 705 511 511 511 408 817 511 511 511
 511 511 511 511 511 581 511 511 817 717 511 511 817 511]"
n04542943,0.802990325417766,0.66,0.9243623570800352,0.74,[891 891 891 ... 891 534 891],"[844 891 891 891 891 891 891 891 828 891 505 891 772 891 891 686 891 662
 891 891 499 891 891 891 828 492 541 891 891 891 891 891 514 891 424 891
 891 891 492 746 891 891 910 492 891 891 891 891 786 891]"
n01968897,0.9446153846153846,0.76,0.9823076923076923,0.86,[117 117 117 ... 117 117 117],"[973 117 117 107 117 117 766 117 117 117 117 940 117  86 117 117  62 397
 117 117 506 117 117 117 117 117 117 117 117 117 117 117 117 117 947 117
 117 397 117 117 117 619 117 117 117 117 562 117 117 117]"
n07584110,0.7050538525269263,0.44,0.9386909693454847,0.78,[925 925 868 ... 925 925 925],"[967 868 809 925 532 925 809 925 923 925 925 808  78 809 925 925 117 925
 470 809 925 515 925 809 960 925 926 809 692 959 925 925 942 767 925 925
 925 618 925 544 925 925 809 925 925 928 809 441 925 942]"
n01630670,0.6376923076923077,0.4,0.936923076923077,0.86,[ 26  26  26 ...  29  61 320],"[ 26  26 114  26  26  58  26  26  26  28  29  26 677 766  28  27  25  26
  26 119  26  26  28 311  25  26  27  28  58  28  26  25 305  25  29  26
  29  27  26  25  26  26 275  27  44  26 594  26  32  28]"
n02105412,0.6038461538461538,0.52,0.8838461538461538,0.8,[227 235 227 ... 227 280 227],"[339 158 227 227 232 236 227 227 227 227 199 348 227 227 227 234 223 295
 234 268 151 227 248 223 227 186 267 227 231 235 231 227 180 227 227 227
 227 227 227 227 227 235 227 227 227 173 169 227 227 225]"
n04258138,0.7846153846153846,0.7,0.9384615384615385,0.84,[807 807 807 ... 807 807 755],"[807 807 807 807 755 839 807 807 807 807 807 839 807 807 807 807 446 807
 807 807 807 807 755 743 807 781 856 755 807 807 807 807 807 428 807 807
 807 807 879 807 807 807 858 807 619 792 562 807 807 807]"
n03627232,0.8376923076923077,0.76,0.9492307692307692,0.88,[616 616 616 ... 616 616 695],"[616 616 616 616 616 616 616 616 840 994 616 616 616 616 467 489 616 616
 616 616 616 616 616 695 616 616 616 541 616 616 491 616 616 616 616 611
 616 616 616 123 616 616 616 808 616 420 121 616 616 616]"
n04009552,0.7253846153846154,0.6,0.9069230769230769,0.86,[745 745 771 ... 732 745 662],"[745 478 745 745 475 745 805 745 662 745 745 759 745 688 745 745 745 827
 745 745 745 745 754 745 759 732 745 745 745 818 745 745 530 622 745 636
 745 571 754 786 478 531 745 745 745 745 732 745 745 745]"
n02114855,0.8253846153846154,0.68,0.9515384615384616,0.88,[272 272 184 ... 272 272 272],"[280 280 272 104 272 362 272 272 272 272 269 272 273 272 271 259 272 272
 269 272 272 272 272 274 272 272 271 272 272 272 272 272 272 272  24 272
 272 272 272 272 291 269 272 272 280 272 269 272 272 272]"
n02408429,0.7407692307692307,0.74,0.9453846153846154,0.9,[346 979 346 ... 346 347 346],"[346 649 346 346 346 346 346 346 346 346 346 341 346 360 347 346 343 346
 346 346 197 346 346 346 346 346 346 346 346 346 372 245 690 346 104 346
 346 346 346 346 346 346 346 346 347 346 346 345 346 347]"
n02102480,0.72,0.58,0.926923076923077,0.8,[220 819 220 ... 220 220 220],"[206 220 219 220 220 736 220 220 220 220 219 221 221 191 220 220 220 220
 220 220 207 256 221 355 213 220 219 220 216 219 220 156 220 213 220 221
 220 220 220 220 233 220 220 220 209 208 220 220 220 220]"
n02090379,0.637984496124031,0.58,0.9333333333333333,0.92,[168 242 168 ... 168 179 168],"[401 163 168 168 159 168 211 237 168 163 184 168 168 168 168 161 168 159
 237 163 168 168 168 168 168 168 168 211 168 168 168 180 159 159 168 159
 168 211 168 168 168 168 168 168 211 168 237 179 168 256]"
n02106030,0.6061538461538462,0.54,0.9415384615384615,0.94,[230 231 230 ... 230 231 231],"[231 260 231 231 232 231 231 231 231 232 231 230 231 230 231 229 230 230
 230 231 232 169 230 231 232 231 264 231 230 231 169 231 231 230 231 232
 231 230 231 231 231 169 231 232 231 230 231 231 229 231]"
n04429376,0.8247950819672131,0.62,0.9702868852459017,0.88,"[857 857 857 857 857 857 857 857 857 857 857 857 857 857 857 881 857 857
 857 509 857 857 857 857 682 498 857 579 857 857 857 857 857 857 698 857
 857 406 857 857 857 857 857 857 857 857 857 851 857 857 857 857 857 887
 497 579 857 857 857 857 857 541 857 884 857 857 857 857 857 857 854 857
 857 857 765 857 857 526 857 398 857 857 406 857 857 857 857 857 406 406
 857 760 857 577 857 857 857 857 857 884 857 857 857 857 857 857 857 776
 857 857 857 857 857 857 857 857 857 857 857 857 857 857 884 400 857 857
 857 857 619 698 857 857 857 857 406 857 857 857 857 406 857 857 857 857
 857 857 857 857 652 857 857 857 857 857 857 857 857 857 884 857 857 857
 857 887 857 857 884 857 857 857 857 857 765 857 857 884 857 857 857 857
 857 857 857 857 857 884 857 857 857 857 406 857 857 857 776 857 857 857
 857 857 857 857 857 857 857 857 857 857 857 857 857 794 857 982 857 857
 857 698 857 857 857 857 857 857 857 857 857 857 857 564 857 857 857 857
 887 857 857 857 465 857 857 857 857 588 857 857 857 857 606 857 857 857
 708 857 857 857 857 894 857 741 857 857 857 857 857 857 857 857 857 857
 857 857 878 887 406 857 857 857 857 857 857 857 857 765 857 857 857 857
 857 857 857 857 857 857 776 857 857 857 857 857 762 406 857 857 857 857
 857 857 857 857 857 698 857 470 857 857 857 581 857 857 857 857 857 857
 857 857 857 857 857 857 857 857 857 905 857 857 857 920 791 406 564 857
 857 452 857 857 857 857 776 406 857 857 857 857 857 519 857 857 464 857
 857 857 516 857 857 857 857 857 857 520 857 857 857 857 861 857 857 857
 857 857 857 669 857 881 857 857 406 857 857 857 857 857 857 857 857 406
 857 857 857 857 857 857 857 857 857 857 857 857 857 857 439 857 857 857
 857 857 857 857 857 857 121 857 857 857 857 857 857 857 857 857 857 857
 857 464 765 857 857 857 857 857 857 857 857 857 857 857 857 857 423 857
 497 857 857 857 857 857 857 857 857 857 562 439 857 857 857 857 857 857
 857 857 857 857 857 857 857 857 857 857 857 401 857 857 857 892 564 857
 857 857 857 423 857 857 857 857 887 857 406 857 857 857 857 857 857 497
 857 423 857 857 857 558 538 857 857 857 857 857 406 857 857 857 532 857
 857 442 857 765 857 857 857 857 832 857 857 857 857 857 857 624 857 857
 857 857 857 857 857 857 857 857 857 857 698 857 663 857 857 857 830 857
 857 857 857 406 812 857 857 406 857 579 857 857 857 857 857 857 857 857
 857 423 857 857 857 857 857 857 857 857 423 857 857 857 857 857 857 857
 857 857 857 857 857 857 857 857 857 857 857 857 857 857 857 857 857 857
 857 612 857 857 857 857 857 857 698 857 857 765 857 857 857 857 857 857
 857 857 857 857 857 497 857 857 857 857 857 857 857 857 439 861 406 857
 857 857 406 857 857 857 857 857 857 982 461 857 857 857 857 857 857 857
 857 857 406 857 857 857 698 857 857 887 857 857 857 954 857 857 857 857
 857 857 857 857 857 857 857 857 857 857 857 562 857 857 857 857 857 406
 857 857 857 857 857 857 743 857 857 857 857 857 857 857 857 857 492 857
 857 857 857 857 857 857 857 498 857 857 857 857 857 857 765 857 854 857
 857 857 857 857 857 857 857 857 857 857 857 406 857 857 857 577 497 406
 559 716 857 857 857 857 857 857 857 624 857 406 857 857 857 857 857 857
 857 857 857 857 857 857 679 857 857 857 857 857 857 857 857 857 406 857
 857 857 857 857 857 857 857 582 857 857 857 424 857 556 857 857 857 857
 562 857 887 857 857 857 698 857 857 857 857 857 857 857 857 857 857 423
 857 406 857 857 406 857 857 884 857 857 857 857 854 857 857 857 857 406
 857 857 857 857 857 857 857 857 857 648 857 857 916 857 857 857 406 857
 857 424 857 857 857 857 857 857 857 857 857 857 857 857 857 857 887 857
 857 857 857 857 857 857 857 857 857 612 857 857 857 857 857 857 406 857
 857 857 857 857 857 857 532 857 857 857 857 857 857 857 857 857 892 857
 857 857 857 857 406 857 857 857 857 857 857 857 857 857 423 857 857 857
 857 857 561 857 765 857 857 857 857 857 857 857 857 857 857 857 857 857
 857 857 857 857 857 857 857 857 423 857 857 857 822 857 887 406 857 857
 857 857 857 765]","[857 857 857 887 857 857 611 857 857 857 497 887 743 857 857 857 765 698
 487 857 857 857 857 765 857 857 698 887 857 857 857 857 857 857 857 857
 857 857 885 857 857 406 519 556 765 556 857 406 857 497]"
n01818515,0.93,0.88,0.98,0.98,[88 88 88 ... 88 88 88],"[ 88  88  88  36  88  88  88  88 309 971  88  88  88  90  90  88  88  88
  88  88  88  88  88  88  88  88 562  88  88  88  88  88  88  88  88  88
  88  88  88  88  88  88  88  88  88  88  88  88  88  88]"
n01770081,0.8507692307692307,0.7,0.9561538461538461,0.84,[ 70  70  70 ...  70  70 815],"[ 70  42  70  70  70  70  70  70  70 319  70  70  70  70 319  70 313  70
 904  70  70 304 312  70  70  70  70 318  70 669 310  70  70 123  70 310
  70  70  70  70  70 313  74  70  70 489  70  70  70  70]"
n02115913,0.813076923076923,0.88,0.943076923076923,0.96,[274 274 274 ... 274 274 274],"[274 274 274 274 274 274 274 274 274 274 274 274 274 274 274 274 274 274
 274 274 274 274 291 274 269 274 274 274 271 274 274 274 274 184 274 274
 274 274 274 274 274 274 274 274 274 273 274 274 971 274]"
n03976467,0.8830769230769231,0.8,0.9615384615384616,0.94,[481 732 732 ... 732 759 732],"[732 732 732 824 732 732 732 732 732 732 732 732 732 732 916 732 732 732
 732 732 732 710 893 732 732 732 732 859 481 732 732 771 732 732 633 732
 732 732 732 732 732 732 732 754 732 732 732 759 732 732]"
n02825657,0.7169230769230769,0.48,0.9592307692307692,0.96,[442 442 442 ... 497 497 663],"[442 442 663 442 442 494 421 538 497 442 497 442 442 442 663 442 494 682
 853 497 497 442 442 442 497 497 483 442 497 707 442 873 409 494 442 832
 442 497 663 442 442 442 442 832 497 442 663 442 442 442]"
n07880968,0.7276923076923076,0.68,0.9207692307692308,0.92,[965 965 924 ... 934 785 935],"[924 965 965 965 965 965 441 965 965 965 692 965 965 961 998 965 965 965
 934 965 965 965 934 934 965 965 965 965 933 965 965 960 773 965 965 965
 910 923 965 923 965 440 965 965 965 965 965 965 923 965]"
n03787032,0.83,0.72,0.9676923076923077,0.9,[667 448 667 ... 558 667 667],"[667 667 667 667 667 578 400 667 667 667 667 667 667 400 400 667 667 667
   5 710 400 667 667 667 457 667 667 667 667 400 667 667 667 667 868 667
 667 400 400 667 667 667 667 667 667 667 400 615 667 667]"
n03207743,0.8684615384615385,0.84,0.9753846153846154,0.96,[533 533 533 ... 533 533 533],"[533 533 533 533 533 533 533 533 539 539 533 533 533 533 533 533 533 533
 533 533 533 533 533 911 533 533 533 533 533 533 533 533 533 533 533 533
 533 533 533 443 658 658  79 748 533 533 533 533 533 533]"
n03980874,0.8207692307692308,0.64,0.9576923076923077,0.88,[824 735 735 ... 735 735 735],"[735 843 735 735 735 735 735 585 642 735 735 735 735 735 564 735 911 474
 735 496 614 474 735 735 735 735 735 735 735 474 735 735 824 824 735 490
 735 735 735 735 972 735 608 735 750 879 735 797 735 735]"
n02114712,0.7061538461538461,0.46,0.94,0.86,[271 104 271 ... 269 272 271],"[274 271 272 349 278 271 271 271 249 272 271 272 271 271 269 272 269 271
 271 271 272 272 272 272 269 271 272 270 269 271 269 272 271 271 269 271
 271 272 274 272 271 271 274 271 280 269 271 271 271 271]"
n04548362,0.7769230769230769,0.52,0.9584615384615385,0.92,[893 893 893 ... 893 893 893],"[893 893 748 893 748 992 893 893 434 893 887 748 893 748 893 887 893 893
 893 446 549 893 748 419 921 893 464 419 496 893 893 893 692 893 893 921
 478 893 811 868 692 893 893 893 893 893 893 424 893 721]"
